,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,No of years,Brand
1954,110000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,7,Maruti
1955,225000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,9,Maruti
1958,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,4,Honda
1959,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,3,Maruti
1960,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,7,Maruti
1961,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,5,Hyundai
1962,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,4,Ford
1963,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,10,Maruti
1964,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,10,Ford
1965,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948,90.0,9,11,Tata
1966,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,4,Mahindra
1967,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6,5,10,Chevrolet
1968,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798,138.03,5,6,Toyota
1969,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179,187.7,5,8,Jaguar
1970,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,4,Volkswagen
1971,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0,5,17,Honda
1973,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,16,Maruti
1974,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,9,Honda
1975,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,4,Hyundai
1976,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,3,Maruti
1977,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,4,Audi
1978,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8,1597,118.0,5,1,Honda
1979,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998,190.0,5,3,BMW
1980,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,3,Toyota
1981,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0,5,3,Hyundai
1982,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596,80.8,5,3,Force
1983,484999,4875,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,2,Maruti
1984,1950000,2700,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,1,Hyundai
1985,950000,58511,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,3,Maruti
1986,365000,105000,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5,6,Ford
1987,900000,26235,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,6,3,Mahindra
1988,919999,26766,Diesel,Dealer,Manual,First Owner,21.5,1497,108.5,5,4,Tata
1989,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5,1,MG
1990,2950000,46000,Diesel,Dealer,Manual,First Owner,15.8,2148,170.0,5,3,Mercedes-Benz
1991,1075000,23000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,7,2,Mahindra
1992,600000,24522,Petrol,Dealer,Manual,First Owner,20.4,1197,81.8,5,4,Maruti
1993,3200000,13663,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5,4,BMW
1994,2600000,11000,Diesel,Dealer,Automatic,First Owner,19.3,1968,141.0,5,2,Skoda
1995,839000,63000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,5,Maruti
1996,635000,2000,Petrol,Dealer,Manual,First Owner,16.2,1199,74.0,5,2,Volkswagen
1997,550000,300000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,8,7,Mahindra
1998,180000,190000,Diesel,Individual,Manual,Third Owner,19.2,1461,65.0,5,10,Mahindra
1999,650000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,6,Honda
2000,350000,80000,Petrol,Individual,Manual,Second Owner,16.0,1198,90.0,5,10,Honda
2001,265000,54000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,6,Maruti
2002,330000,30000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,3,Renault
2003,395000,5000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7,2,Maruti
2004,700000,58945,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,6,Mahindra
2005,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,9,Ford
2006,650000,375000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,10,Toyota
2007,625000,160000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,8,Maruti
2008,425000,80000,Diesel,Individual,Manual,Second Owner,15.11,1598,103.6,5,7,Volkswagen
2009,55000,50000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,17,Maruti
2010,250000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,6,Tata
2011,459999,156975,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,6,Mahindra
2012,1594000,5000,Diesel,Individual,Manual,First Owner,21.43,1364,86.79,5,4,Toyota
2013,300000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,7,Chevrolet
2014,950000,27620,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5,3,Ford
2015,484999,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,8,Mahindra
2016,161000,120000,Diesel,Individual,Manual,Third Owner,14.0,2498,112.0,8,12,Mahindra
2017,500000,58000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,6,Hyundai
2018,350000,50000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5,9,Nissan
2019,550000,40000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,4,Maruti
2020,850000,7800,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,3,Honda
2021,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,5,Maruti
2022,950000,68000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,10,Ford
2023,423000,60000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7,6,Maruti
2024,90000,74000,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0,5,16,Tata
2025,350000,58000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,10,Tata
2026,170000,70000,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5,10,Maruti
2027,450000,70000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,6,Ford
2028,150000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,12,Hyundai
2030,511000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,5,Hyundai
2031,850000,59000,Diesel,Individual,Manual,First Owner,24.2,1498,93.87,7,3,Maruti
2032,250000,110000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,3,Tata
2033,420000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,1,Maruti
2034,180000,55000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,7,Maruti
2035,400000,25000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,6,Maruti
2036,150000,300000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7,12,Mahindra
2037,500000,143200,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,5,Ford
2038,1689999,60000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,4,Jeep
2039,204999,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,9,Nissan
2040,459999,145000,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,5,7,Maruti
2041,600000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,4,Hyundai
2042,585000,8000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,2,Hyundai
2043,551000,170000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,9,Ford
2044,525000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,8,Maruti
2045,160000,62000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5,9,Maruti
2046,825000,110000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,7,Mahindra
2048,600000,80000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9,6,Chevrolet
2049,65000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,19,Maruti
2050,550000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,8,Maruti
2051,650000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,6,Mahindra
2052,750000,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,2,Maruti
2053,380000,80000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,4,Mahindra
2054,400000,138000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,9,Hyundai
2055,50000,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,18,Maruti
2056,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,4,Mahindra
2057,150000,80000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,10,Chevrolet
2058,245000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,5,Maruti
2059,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,8,Tata
2060,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498,103.2,5,7,Volkswagen
2061,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,7,Hyundai
2062,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,9,BMW
2063,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,5,Maruti
2064,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,9,Mahindra
2065,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,8,BMW
2066,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,8,Tata
2067,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498,103.2,5,7,Volkswagen
2068,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,7,Hyundai
2069,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,9,BMW
2070,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,5,Maruti
2071,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,9,Mahindra
2072,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,8,BMW
2073,750000,35000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,5,Nissan
2074,800000,35000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,6,Nissan
2075,350000,156000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7,10,Tata
2076,200000,90000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,8,Maruti
2077,150000,60000,Diesel,Individual,Manual,Third Owner,17.0,1405,70.0,5,13,Tata
2078,800000,36000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,5,Nissan
2079,350000,20000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,4,Hyundai
2080,350000,160000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,10,Tata
2081,250000,185000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,9,15,Mahindra
2082,170000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,11,Tata
2083,395000,10800,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,3,Renault
2084,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,9,Mahindra
2085,500000,15000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,2,Maruti
2086,200000,67500,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,10,9,Tata
2087,1200000,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,4,Tata
2088,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,5,Mahindra
2089,650000,100000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,5,Mahindra
2090,550000,150000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,5,Mahindra
2091,1100000,110000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,6,Mahindra
2092,254999,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,9,Maruti
2093,180000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,10,Maruti
2094,160000,255000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8,11,Mahindra
2095,225000,120000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,13,Chevrolet
2096,270000,49900,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,6,Maruti
2097,310000,86000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5,9,Tata
2098,225000,71850,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,6,Datsun
2099,300000,95000,Diesel,Individual,Manual,Third Owner,21.2,1248,75.0,5,6,Fiat
2100,250000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.5,1298,85.8,5,13,Maruti
2101,180000,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,10,Hyundai
2102,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,6,Maruti
2103,300000,120000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,7,14,Mahindra
2104,900000,145000,Diesel,Individual,Manual,First Owner,22.7,1582,126.2,5,6,Hyundai
2106,1530000,40000,Diesel,Individual,Manual,First Owner,16.0,2179,138.0,7,3,Mahindra
2107,590000,110000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,6,Maruti
2108,170000,112000,LPG,Individual,Manual,Second Owner,17.3,1061,57.5,5,13,Maruti
2109,2600000,70000,Diesel,Individual,Automatic,First Owner,20.38,1968,143.0,5,4,Audi
2110,475000,110000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,5,Maruti
2111,700000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,3,Hyundai
2112,376000,60000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,10,Maruti
2114,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4,17,Maruti
2115,440000,120000,Diesel,Individual,Automatic,Third Owner,11.79,2179,120.0,8,9,Mahindra
2116,390000,80000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,5,Maruti
2117,725000,159000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,9,Toyota
2118,325000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,9,Mahindra
2119,170000,75000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,11,Maruti
2120,215000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,11,Maruti
2121,350000,110000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,11,Honda
2122,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.0,995,62.0,5,12,Chevrolet
2123,195000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,9,Hyundai
2125,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461,84.8,5,7,Nissan
2126,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7,10,Mahindra
2127,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5,6,Renault
2128,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462,103.25,5,3,Maruti
2129,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967,241.4,5,7,Audi
2130,700000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,3,Hyundai
2131,3000000,65000,Diesel,Individual,Automatic,First Owner,12.07,2967,241.4,7,7,Audi
2132,900000,60000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,3,Mahindra
2133,350000,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,8,Volkswagen
2134,285000,80000,Petrol,Individual,Automatic,Second Owner,9.0,2997,218.0,5,16,Honda
2135,1850000,70000,Diesel,Individual,Automatic,First Owner,12.07,2967,241.4,7,9,Audi
2136,750000,51777,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,4,Maruti
2137,1650000,64788,Diesel,Dealer,Automatic,First Owner,19.3,2179,115.0,5,8,Land
2138,600000,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,3,Honda
2139,565000,19000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,3,Volkswagen
2140,86000,46951,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5,21,Daewoo
2141,329000,19000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,5,Datsun
2142,650000,50000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,5,Ford
2143,822000,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,6,Hyundai
2144,345000,100000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,8,Renault
2145,30000,10000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5,20,Maruti
2146,330000,50000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,9,Maruti
2147,300000,74537,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,7,Maruti
2148,200000,90000,Petrol,Individual,Automatic,Second Owner,12.6,1586,103.3,5,12,Maruti
2150,90000,70000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,11,Chevrolet
2151,200000,80000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,11,Maruti
2152,550000,35000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,5,Hyundai
2153,250000,23500,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,6,Chevrolet
2154,975000,82000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,4,Honda
2155,900000,100000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,7,Toyota
2156,610000,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,3,Hyundai
2157,620000,30000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,4,Maruti
2158,400000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,5,Hyundai
2159,500000,11000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,2,Maruti
2160,200000,140000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7,4,Datsun
2161,360000,110000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,5,Tata
2162,252000,48000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,9,Maruti
2163,280000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,9,Maruti
2164,509999,70000,Petrol,Individual,Manual,Second Owner,22.0,1197,81.8,5,3,Maruti
2165,1050000,58000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,5,Mahindra
2166,200000,40000,LPG,Individual,Manual,Fourth & Above Owner,17.3,1061,57.5,5,11,Maruti
2167,60000,90000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,16,Maruti
2168,320000,40000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,7,11,Mahindra
2169,520000,110000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,8,Mahindra
2170,250000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,14,Tata
2171,725000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,4,Maruti
2172,585000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,6,Mahindra
2173,430000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,4,Tata
2174,235000,100000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,10,Maruti
2175,350000,52000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,9,Maruti
2176,131000,80000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,11,Hyundai
2177,450000,85000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,5,Honda
2178,750000,83000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,5,Maruti
2179,200000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,8,Maruti
2180,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0,5,12,Maruti
2181,500000,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,7,Mahindra
2182,380000,70000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,9,Maruti
2183,128000,19000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,13,Maruti
2184,250000,68600,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,12,Honda
2185,690000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,4,Mahindra
2186,650000,65000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,7,Mahindra
2187,560000,40000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,9,Honda
2189,400000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,5,Maruti
2190,200000,29500,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,9,Maruti
2191,950000,13887,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,3,Hyundai
2192,300000,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,5,Maruti
2193,315000,30000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5,5,Renault
2194,220000,100000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,9,Maruti
2195,130000,60000,Petrol,Individual,Manual,Second Owner,14.49,1399,92.7,5,10,Chevrolet
2196,595000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,5,Hyundai
2197,110000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5,10,Tata
2198,680000,13500,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5,4,Ford
2199,280000,52000,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,5,8,Fiat
2200,530000,30000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5,4,Maruti
2201,610000,14000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,4,Hyundai
2202,500000,90000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7,7,Tata
2203,500000,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5,3,Tata
2204,250000,120000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8,11,Mahindra
2205,325000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,3,Hyundai
2206,550000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,3,Maruti
2207,720000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,3,Maruti
2208,950000,20000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,4,Hyundai
